Plasmid	End1	End2	Chromosome	Start	End	Length
VTP62216	b1	g1	chromosome_5	309417	339880	30464
VTP62217	g1	b1	chromosome_3	2775105	2809790	34686
VTP62218	g1	b1	chromosome_10	3302964	3331679	28716
VTP62219	g1	b1	chromosome_10	1997002	2037898	40897
VTP62220	g1	b1	chromosome_1	916032	954084	38053
VTP62221	g1	b1	chromosome_1	3035093	3071110	36018
VTP62222	g1	b1	chromosome_17	1840829	1875911	35083
VTP62225	g1	b1	chromosome_1	89659	128774	39116
VTP62226	g1	b1	chromosome_16	4688785	4719139	30355
VTP62227	b1	g1	chromosome_1	4183603	4218197	34595
VTP62229	b1	g1	chromosome_2	425607	458117	32511
VTP62230	b1	g1	chromosome_2	686691	720201	33511
VTP62231	b1	g1	chromosome_16	2326962	2364804	37843
VTP62233	b1	g1	chromosome_2	672746	712277	39532
VTP62234	g1	b1	chromosome_12	2227533	2264148	36616
VTP62236	g1	b1	chromosome_4	589534	626432	36899
VTP62237	g1	b1	chromosome_16	7507285	7540217	32933
VTP62238	g1	b1	chromosome_7	2606677	2646401	39725
VTP62242	b1	g1	chromosome_2	6822705	6861325	38621
VTP62243	b1	g1	chromosome_8	4616683	4656507	39825
VTP62247	g1	b1	chromosome_3	5181630	5217730	36101
VTP62248	b1	g1	chromosome_17	5693493	5725500	32008
VTP62249	g1	b1	chromosome_3	6671732	6712515	40784
VTP62250	b1	g1	chromosome_4	2355198	2391290	36093
VTP62251	b1	g1	chromosome_12	3347090	3380781	33692
VTP62252	g1	b1	chromosome_3	7998538	8027065	28528
VTP62253	b1	g1	chromosome_16	7173387	7203061	29675
VTP62254	b1	g1	chromosome_2	181508	216748	35241
VTP62256	g1	b1	chromosome_1	6473501	6550069	76569
VTP62257	b1	g1	chromosome_7	4872941	4910003	37063
VTP62259	b1	g1	chromosome_3	4121576	4159274	37699
VTP62261	b1	g1	chromosome_1	7440677	7483527	42851
VTP62263	g1	b1	chromosome_14	1092433	1128508	36076
VTP62264	g1	b1	chromosome_3	3460280	4743327	1283048
VTP62266	b1	g1	chromosome_14	3569075	3605865	36791
VTP62268	g1	b1	chromosome_10	374260	412420	38161
VTP62271	g1	b1	chromosome_8	3722572	3754949	32378
VTP62273	b1	g1	chromosome_17	6288580	6326558	37979
VTP62276	g1	b1	chromosome_8	1816835	1849551	32717
VTP62280	g1	b1	chromosome_8	4385310	4432841	47532
VTP62282	b1	g1	chromosome_8	90022	125547	35526
VTP62283	g1	b1	chromosome_10	4407017	4447554	40538
VTP62284	g1	b1	chromosome_6	8837150	8865324	28175
VTP62286	b1	g1	chromosome_14	4070891	4110677	39787
VTP62287	b1	g1	chromosome_11	1137525	1177557	40033
VTP62288	b1	g1	chromosome_6	7134183	7174353	40171
VTP62289	b1	g1	chromosome_12	2238674	2274816	36143
VTP62290	b1	g1	chromosome_9	1490492	1530075	39584
VTP62291	g1	b1	chromosome_10	3336494	3369940	33447
VTP62292	b1	g1	chromosome_3	1796306	1834341	38036
VTP62293	g1	b1	chromosome_16	981033	1014350	33318
VTP62294	g1	b1	chromosome_10	3532106	3573468	41363
VTP62295	b1	g1	chromosome_8	1076929	1113310	36382
VTP62296	g1	b1	chromosome_12	1416865	1448747	31883
VTP62297	g1	b1	chromosome_3	4358987	4387508	28522
VTP62298	b1	g1	chromosome_10	5446297	5486097	39801
VTP62302	g1	b1	chromosome_2	4397179	4435624	38446
VTP62303	g1	b1	chromosome_15	55570	93987	38418
VTP62304	b1	g1	chromosome_7	64834	97983	33150
VTP62306	g1	b1	chromosome_10	1222329	1260551	38223
VTP62307	g1	b1	chromosome_6	6887245	6924386	37142
VTP62308	b1	g1	chromosome_5	2191440	2224061	32622
VTP62309	b1	g1	chromosome_10	3671490	3704643	33154
VTP62311	b1	g1	chromosome_12	4879382	4916587	37206
VTP62313	b1	g1	chromosome_5	2055893	2096605	40713
VTP62314	g1	b1	chromosome_10	5218432	5243422	24991
VTP62315	b1	g1	chromosome_2	7303991	7339036	35046
VTP62316	b1	g1	chromosome_2	4206692	4238825	32134
VTP62317	g1	b1	chromosome_3	3768720	3801307	32588
VTP62319	g1	b1	chromosome_9	7236459	7268889	32431
VTP62320	g1	b1	chromosome_11	1504623	1541508	36886
VTP62321	b1	g1	chromosome_7	4226027	4257433	31407
VTP62322	b1	g1	chromosome_13	1692930	1726940	34011
VTP62323	b1	g1	chromosome_3	6431229	6464748	33520
VTP62325	g1	b1	chromosome_12	2438814	2482403	43590
VTP62327	b1	g1	chromosome_16	711705	746979	35275
VTP62328	g1	b1	chromosome_3	7633644	7673667	40024
VTP62329	b1	g1	chromosome_16	7625875	7658946	33072
VTP62330	b1	g1	chromosome_13	26500	67390	40891
VTP62331	b1	g1	chromosome_12	9499813	9531152	31340
VTP62332	b1	g1	chromosome_13	2309648	2337459	27812
VTP62333	g1	b1	chromosome_2	4875295	4914144	38850
VTP62334	g1	b1	chromosome_4	3577560	3613672	36113
VTP62336	b1	g1	chromosome_3	2688682	2717675	28994
VTP62339	b1	g1	chromosome_13	1915675	1952656	36982
VTP62341	b1	g1	chromosome_17	1658674	1695791	37118
VTP62344	b1	g1	chromosome_3	7421881	7459108	37228
VTP62345	b1	g1	chromosome_16	2106910	2152273	45364
VTP62346	g1	b1	chromosome_2	6409757	6445990	36234
VTP62347	g1	b1	chromosome_2	769917	810332	40416
VTP62348	b1	g1	chromosome_16	3502108	3541003	38896
VTP62350	g1	b1	chromosome_6	5456443	5483287	26845
VTP62351	g1	b1	chromosome_17	195011	234325	39315
VTP62353	b1	g1	chromosome_3	3302396	3341379	38984
VTP62355	g1	b1	chromosome_3	41783	78946	37164
VTP62357	b1	g1	chromosome_1	1649564	1685783	36220
VTP62359	g1	b1	chromosome_1	4412279	4452970	40692
VTP62360	b1	g1	chromosome_3	4296115	4329828	33714
VTP62362	b1	g1	chromosome_4	1150649	1185625	34977
VTP62363	g1	b1	scaffold_29	2273	10088	7816
VTP62365	b1	g1	chromosome_9	1319446	1353707	34262
VTP62366	b1	g1	chromosome_17	1581512	1616645	35134
VTP62367	b1	g1	chromosome_13	3881253	3914350	33098
VTP62368	b1	g1	chromosome_8	969307	996390	27084
VTP62369	b1	g1	chromosome_4	3612094	3646391	34298
VTP62370	b1	g1	chromosome_12	9098273	9125221	26949
VTP62371	g1	b1	chromosome_3	7241030	7274847	33818
VTP62373	g1	b1	chromosome_16	96	30388	30293
VTP62374	b1	g1	chromosome_7	469950	503269	33320
VTP62375	g1	b1	chromosome_3	8148514	8185792	37279
VTP62376	b1	g1	chromosome_16	117459	149690	32232
VTP62377	g1	b1	chromosome_13	3468417	3487982	19566
VTP62379	g1	b1	chromosome_17	5415248	5447195	31948
VTP62380	b1	g1	scaffold_30	6232	40554	34323
VTP62382	g1	b1	chromosome_7	192043	232261	40219
VTP62383	b1	g1	chromosome_11	3432698	3464399	31702
VTP62384	b1	g1	chromosome_14	1872795	1899738	26944
VTP62385	b1	g1	chromosome_2	8377952	8409895	31944
VTP62386	b1	g1	chromosome_1	2003963	2041272	37310
VTP62387	g1	b1	chromosome_10	567632	603204	35573
VTP62389	g1	b1	chromosome_3	2400880	2440157	39278
VTP62391	b1	g1	chromosome_6	94160	124920	30761
VTP62392	b1	g1	chromosome_3	1656821	1689493	32673
VTP62394	g1	b1	chromosome_16	6596712	6636076	39365
VTP62395	g1	b1	chromosome_16	1609633	1651087	41455
VTP62397	g1	b1	chromosome_12	5984566	6014983	30418
VTP62398	g1	b1	chromosome_10	3717409	3751606	34198
VTP62400	b1	g1	chromosome_14	426992	466264	39273
VTP62401	g1	b1	chromosome_1	4570936	4613264	42329
VTP62402	b1	g1	chromosome_3	188195	222583	34389
VTP62404	b1	g1	chromosome_10	3070192	3107228	37037
VTP62405	g1	b1	chromosome_12	4629753	4665055	35303
VTP62406	b1	g1	chromosome_14	3786336	3823239	36904
VTP62407	b1	g1	chromosome_2	5404410	5436263	31854
VTP62410	g1	b1	chromosome_2	7773418	7808208	34791
VTP62412	g1	b1	chromosome_3	8799931	8836593	36663
VTP62413	b1	g1	chromosome_1	1362320	1396420	34101
VTP62414	b1	g1	chromosome_12	7389738	7420395	30658
VTP62415	g1	b1	chromosome_9	3542334	3577746	35413
VTP62416	b1	g1	chromosome_6	6908426	6943023	34598
VTP62417	b1	g1	chromosome_12	7414744	7455416	40673
VTP62418	b1	g1	chromosome_1	7916273	7948966	32694
VTP62419	g1	b1	chromosome_10	926056	962427	36372
VTP62420	b1	g1	chromosome_17	5887489	5920931	33443
VTP62421	g1	b1	chromosome_17	5474825	5504058	29234
VTP62423	g1	b1	chromosome_14	3156707	3199931	43225
VTP62424	g1	b1	chromosome_12	5748114	5786441	38328
VTP62426	b1	g1	chromosome_4	451743	489717	37975
VTP62427	g1	b1	chromosome_12	4145289	4179490	34202
VTP62428	b1	g1	chromosome_9	6972036	7006121	34086
VTP62432	g1	b1	chromosome_13	244726	287401	42676
VTP62433	g1	b1	chromosome_14	2793641	2813340	19700
VTP62434	b1	g1	chromosome_6	4951317	4986925	35609
VTP62436	g1	b1	chromosome_7	1222038	1252240	30203
VTP62437	b1	g1	chromosome_13	543791	570792	27002
VTP62443	g1	b1	chromosome_5	2935285	2967383	32099
VTP62445	b1	g1	chromosome_13	3826	28513	24688
VTP62446	g1	b1	chromosome_6	5556741	5593091	36351
VTP62447	g1	b1	chromosome_10	3408765	3445992	37228
VTP62448	b1	g1	chromosome_1	6208619	6246030	37412
VTP62449	g1	b1	chromosome_9	803262	840303	37042
VTP62455	g1	b1	chromosome_9	4081227	4112103	30877
VTP62456	g1	b1	chromosome_14	4142967	4147022	4056
VTP62458	b1	g1	chromosome_16	5940888	5972434	31547
VTP62460	g1	b1	chromosome_1	3839268	3880369	41102
VTP62461	b1	g1	chromosome_6	1549218	1579889	30672
VTP62462	g1	b1	chromosome_11	144536	178803	34268
VTP62463	b1	g1	chromosome_3	3233146	3268095	34950
VTP62464	b1	g1	chromosome_2	6886319	6921778	35460
VTP62465	b1	g1	chromosome_2	3210554	3245793	35240
VTP62469	g1	b1	chromosome_10	3530213	3577495	47283
VTP62471	g1	b1	chromosome_9	7363941	7400920	36980
VTP62472	b1	g1	chromosome_11	3437981	3474696	36716
VTP62474	b1	g1	chromosome_5	1729946	1766234	36289
VTP62475	b1	g1	chromosome_16	4291361	4333722	42362
VTP62477	g1	b1	chromosome_6	3480066	3517278	37213
VTP62479	g1	b1	chromosome_16	644832	675633	30802
VTP62480	g1	b1	chromosome_6	1860743	1898683	37941
VTP62481	g1	b1	chromosome_2	6483385	6520492	37108
VTP62482	g1	b1	chromosome_1	5173084	5198309	25226
VTP62483	b1	g1	chromosome_13	1081428	1114432	33005
VTP62485	b1	g1	chromosome_7	5967839	6011139	43301
VTP62486	b1	g1	chromosome_17	6198766	6232208	33443
VTP62487	g1	b1	chromosome_4	3761953	3800222	38270
VTP62488	g1	b1	chromosome_12	1857686	1893561	35876
VTP62489	g1	b1	chromosome_3	2084282	2115161	30880
VTP62491	b1	g1	chromosome_6	2736445	2772458	36014
VTP62493	g1	b1	chromosome_14	3088373	3120695	32323
VTP62494	b1	g1	chromosome_2	5202687	5238990	36304
VTP62495	g1	b1	chromosome_16	388816	419258	30443
VTP62496	g1	b1	chromosome_5	812307	848221	35915
VTP62497	b1	g1	chromosome_16	5241253	5281211	39959
VTP62498	g1	b1	chromosome_16	3632171	3663793	31623
VTP62500	g1	b1	chromosome_7	508727	543526	34800
VTP62501	b1	g1	chromosome_1	5163790	5197258	33469
VTP62502	b1	g1	chromosome_15	1426357	1453419	27063
VTP62503	b1	g1	chromosome_3	6868536	7001908	133373
VTP62504	g1	b1	chromosome_15	464069	497445	33377
VTP62505	g1	b1	chromosome_12	1427371	1460016	32646
VTP62506	g1	b1	chromosome_17	4636272	4676226	39955
VTP62507	b1	g1	chromosome_10	1413617	1453432	39816
VTP62508	g1	b1	chromosome_13	1474558	1513034	38477
VTP62509	b1	g1	chromosome_2	8468360	8504093	35734
VTP62510	g1	b1	chromosome_7	6244666	6275853	31188
VTP62512	b1	g1	chromosome_17	2293352	2315912	22561
VTP62513	b1	g1	chromosome_3	298723	338063	39341
VTP62515	g1	b1	chromosome_1	3853418	3894589	41172
VTP62516	g1	b1	chromosome_2	5910343	5944549	34207
VTP62517	g1	b1	chromosome_7	912209	948046	35838
VTP62518	g1	b1	chromosome_3	4621545	4660361	38817
VTP62519	g1	b1	chromosome_1	595430	627688	32259
VTP62521	g1	b1	chromosome_1	3157372	3192113	34742
VTP62522	b1	g1	chromosome_10	1897932	1932739	34808
VTP62524	g1	b1	chromosome_16	1000128	1032017	31890
VTP62525	b1	g1	chromosome_10	2775770	2810265	34496
VTP62526	b1	g1	chromosome_1	6651281	6688921	37641
VTP62528	g1	b1	chromosome_1	7218892	7255330	36439
VTP62529	g1	b1	chromosome_1	2638267	2672578	34312
VTP62530	g1	b1	chromosome_1	1074578	1109892	35315
VTP62531	g1	b1	chromosome_12	7935951	7971397	35447
VTP62532	g1	b1	chromosome_2	1721917	1758953	37037
VTP62536	b1	g1	chromosome_9	3466704	3500067	33364
VTP62537	g1	b1	chromosome_12	9093497	9129466	35970
VTP62539	g1	b1	chromosome_16	3622340	3661708	39369
VTP62540	b1	g1	chromosome_3	4863234	4899203	35970
VTP62541	g1	b1	chromosome_12	1172195	1209776	37582
VTP62543	g1	b1	chromosome_14	1640798	1676328	35531
VTP62545	b1	g1	chromosome_13	2835527	2873378	37852
VTP62549	g1	b1	chromosome_6	7016721	7049410	32690
VTP62551	g1	b1	chromosome_1	1721280	1755408	34129
VTP62552	b1	g1	chromosome_10	3655267	3688913	33647
VTP62554	g1	b1	chromosome_5	2837598	2874237	36640
VTP62556	g1	b1	chromosome_3	1040972	1095695	54724
VTP62557	b1	g1	chromosome_12	7660729	7699027	38299
VTP62558	g1	b1	chromosome_13	3427854	3461171	33318
VTP62559	g1	b1	chromosome_7	2809698	2849761	40064
VTP62560	g1	b1	chromosome_1	3470852	3504787	33936
VTP62561	g1	b1	chromosome_15	1731453	1766879	35427
VTP62565	b1	g1	chromosome_13	2497983	2535039	37057
VTP62566	g1	b1	chromosome_17	297009	353143	56135
VTP62567	b1	g1	chromosome_14	2691365	2727898	36534
VTP62568	g1	b1	chromosome_4	620687	662531	41845
VTP62570	b1	g1	chromosome_9	3941087	3971825	30739
VTP62571	g1	b1	chromosome_6	4860330	4902401	42072
VTP62574	g1	b1	chromosome_3	7162825	7199282	36458
VTP62575	b1	g1	chromosome_4	1119405	1152025	32621
VTP62576	b1	g1	chromosome_1	2401956	2428453	26498
VTP62577	g1	b1	chromosome_13	1656854	1691812	34959
VTP62578	g1	b1	chromosome_12	5581339	5620094	38756
VTP62579	b1	g1	chromosome_11	1127093	1157531	30439
VTP62581	b1	g1	chromosome_12	4894894	4925764	30871
VTP62584	b1	g1	chromosome_1	4416872	4452895	36024
VTP62586	b1	g1	chromosome_9	6993657	7023612	29956
VTP62587	b1	g1	chromosome_6	1318467	1351819	33353
VTP62588	b1	g1	chromosome_3	5900400	5935770	35371
VTP62589	b1	g1	chromosome_6	8239650	8304018	64369
VTP62590	g1	b1	chromosome_16	3768929	3804472	35544
VTP62591	g1	b1	chromosome_3	4040386	4077189	36804
VTP62592	g1	b1	chromosome_10	915141	954309	39169
VTP62595	b1	g1	chromosome_4	1044920	1083432	38513
VTP62597	b1	g1	chromosome_16	3747174	3780974	33801
VTP62599	g1	b1	chromosome_12	6506429	6537502	31074
VTP62602	b1	g1	chromosome_6	194558	228841	34284
VTP62603	g1	b1	chromosome_16	4968783	5002374	33592
VTP62604	b1	g1	chromosome_13	517789	544285	26497
VTP62606	b1	g1	chromosome_14	1241373	1277837	36465
VTP62609	b1	g1	chromosome_1	2163527	2202318	38792
VTP62610	b1	g1	chromosome_7	1762526	1800403	37878
VTP62611	g1	b1	chromosome_10	228467	263620	35154
VTP62612	g1	b1	chromosome_17	3628287	3654867	26581
VTP62613	b1	g1	chromosome_12	6347770	6387766	39997
VTP62616	b1	g1	chromosome_1	5565695	5600866	35172
VTP62617	b1	g1	chromosome_12	8065322	8097446	32125
VTP62620	b1	g1	chromosome_2	2092174	2135778	43605
VTP62622	b1	g1	chromosome_17	7089294	7131206	41913
VTP62625	g1	b1	chromosome_12	7683561	7724355	40795
VTP62627	g1	b1	chromosome_11	786459	821095	34637
VTP62628	g1	b1	chromosome_10	2030468	2070778	40311
VTP62629	b1	g1	chromosome_2	9206138	9223325	17188
VTP62630	b1	g1	chromosome_14	3725985	3764418	38434
VTP62634	b1	g1	chromosome_12	6506675	6545562	38888
VTP62635	b1	g1	chromosome_6	2706951	2745163	38213
VTP62636	g1	b1	chromosome_9	2172596	2207475	34880
VTP62637	g1	b1	chromosome_14	1827213	1864946	37734
VTP62638	g1	b1	chromosome_16	7237652	7281063	43412
VTP62639	b1	g1	chromosome_12	3339611	3371965	32355
VTP62640	g1	b1	chromosome_2	1009284	1045925	36642
VTP62641	b1	g1	chromosome_14	2924663	2963752	39090
VTP62642	g1	b1	chromosome_11	1005791	1048139	42349
VTP62645	b1	g1	chromosome_16	2214758	2254281	39524
VTP62648	b1	g1	chromosome_16	2792145	2825622	33478
VTP62649	b1	g1	chromosome_12	869960	903246	33287
VTP62650	b1	g1	chromosome_3	6919161	6934708	15548
VTP62651	g1	b1	chromosome_11	3380073	3412838	32766
VTP62652	b1	g1	chromosome_17	5878605	5904632	26028
VTP62654	g1	b1	chromosome_1	2571576	2608842	37267
VTP62658	b1	g1	chromosome_6	6297586	6332281	34696
VTP62659	g1	b1	chromosome_6	8185184	8226700	41517
VTP62660	b1	g1	chromosome_10	4497649	4534542	36894
VTP62661	g1	b1	chromosome_12	8489041	8514611	25571
VTP62662	g1	b1	chromosome_3	912493	954670	42178
VTP62665	b1	g1	chromosome_16	103222	133902	30681
VTP62666	g1	b1	chromosome_2	1097772	1130337	32566
VTP62668	b1	g1	chromosome_9	5827660	5859117	31458
VTP62672	b1	g1	chromosome_6	1692761	1731137	38377
VTP62673	b1	g1	chromosome_12	8553277	8582962	29686
VTP62675	g1	b1	chromosome_8	1214840	1248615	33776
VTP62676	g1	b1	chromosome_2	791749	836490	44742
VTP62677	g1	b1	chromosome_10	173459	210327	36869
VTP62679	b1	g1	chromosome_7	2168716	2202128	33413
VTP62682	g1	b1	chromosome_8	4222306	4260175	37870
VTP62684	b1	g1	chromosome_6	8716131	8752507	36377
VTP62687	g1	b1	chromosome_2	2225760	2263090	37331
VTP62690	b1	g1	chromosome_4	1452980	1485258	32279
VTP62693	g1	b1	chromosome_3	8477470	8514472	37003
VTP62694	b1	g1	chromosome_8	1839649	1882933	43285
VTP62695	b1	g1	chromosome_2	1098823	1141718	42896
VTP62697	g1	b1	chromosome_16	1881233	1921964	40732
VTP62698	g1	b1	chromosome_17	4245442	4291993	46552
VTP62699	g1	b1	chromosome_9	3821588	3858439	36852
VTP62700	b1	g1	chromosome_7	1033798	1066409	32612
VTP62701	b1	g1	chromosome_10	3343121	3377993	34873
VTP62702	g1	b1	chromosome_7	2334221	2365586	31366
VTP62707	g1	b1	chromosome_8	3189379	3227058	37680
VTP62708	g1	b1	chromosome_3	8399154	8400295	1142
VTP62709	b1	g1	chromosome_7	4979615	5013803	34189
VTP62711	b1	g1	chromosome_4	2966937	3000548	33612
VTP62713	g1	b1	chromosome_1	4642006	4677629	35624
VTP62714	b1	g1	chromosome_6	1936314	1974432	38119
VTP62715	b1	g1	chromosome_12	7789356	7820778	31423
VTP62716	b1	g1	chromosome_12	4439342	4474937	35596
VTP62717	b1	g1	chromosome_14	472070	508640	36571
VTP62718	b1	g1	chromosome_16	5486326	5516094	29769
VTP62720	b1	g1	chromosome_12	3361344	3390737	29394
VTP62722	g1	b1	chromosome_3	2007294	2044707	37414
VTP62723	g1	b1	chromosome_10	903724	931624	27901
VTP62724	g1	b1	chromosome_9	1539658	1575040	35383
VTP62726	b1	g1	chromosome_13	982715	1009046	26332
VTP62731	b1	g1	chromosome_12	907597	969396	61800
VTP62732	g1	b1	chromosome_7	460788	498701	37914
VTP62733	b1	g1	chromosome_10	2931031	2966639	35609
VTP62734	b1	g1	chromosome_8	884996	919801	34806
VTP62735	g1	b1	chromosome_2	2963023	8775513	5812491
VTP62736	g1	b1	chromosome_2	3898858	3934703	35846
VTP62738	b1	g1	chromosome_1	2207795	2242284	34490
VTP62739	g1	b1	chromosome_16	2311032	2351700	40669
VTP62742	b1	g1	chromosome_3	7952524	7985769	33246
VTP62744	g1	b1	chromosome_5	584201	628228	44028
VTP62745	b1	g1	chromosome_10	539515	574056	34542
VTP62746	g1	b1	chromosome_1	2125622	2158925	33304
VTP62755	b1	g1	chromosome_14	1743263	1776691	33429
VTP62756	b1	g1	chromosome_9	3060991	3093704	32714
VTP62758	b1	g1	chromosome_3	5232476	5275264	42789
VTP62761	b1	g1	chromosome_12	6499799	6536745	36947
VTP62762	b1	g1	chromosome_1	7861706	7894001	32296
VTP62763	g1	b1	chromosome_17	5237163	5271211	34049
VTP62764	b1	g1	chromosome_3	8309172	8344811	35640
VTP62769	g1	b1	chromosome_17	7014800	7049189	34390
VTP62770	g1	b1	chromosome_10	4408734	4444188	35455
VTP62775	b1	g1	chromosome_9	2929121	2968365	39245
VTP62776	g1	b1	chromosome_16	6579072	6618093	39022
VTP62782	b1	g1	chromosome_7	5811388	5850683	39296
VTP62783	g1	b1	chromosome_17	1632050	1666204	34155
VTP62785	b1	g1	chromosome_3	8399232	8400295	1064
VTP62787	g1	b1	chromosome_2	1422242	1454620	32379
VTP62788	b1	g1	chromosome_10	4041790	4075241	33452
VTP62789	b1	g1	chromosome_10	3039800	3073952	34153
VTP62790	b1	g1	chromosome_6	8069899	8106592	36694
VTP62792	b1	g1	chromosome_13	5129251	5164531	35281
VTP62794	b1	g1	chromosome_17	2357827	2398916	41090
VTP62796	b1	g1	chromosome_8	4210311	4250883	40573
VTP62797	g1	b1	chromosome_1	5794970	5833452	38483
VTP62798	g1	b1	chromosome_15	1162594	1196782	34189
VTP62799	b1	g1	chromosome_10	1003041	1041311	38271
VTP62802	g1	b1	chromosome_1	6172552	6212041	39490
VTP62803	b1	g1	chromosome_13	3687640	3724913	37274
VTP62805	b1	g1	chromosome_1	6858209	6883847	25639
VTP62806	g1	b1	chromosome_6	2251690	2287864	36175
VTP62807	b1	g1	chromosome_1	3964284	3999276	34993
VTP62808	b1	g1	chromosome_9	5865344	5904190	38847
VTP62809	b1	g1	chromosome_1	6801453	6834493	33041
VTP62810	g1	b1	chromosome_1	7508953	7542674	33722
VTP62811	g1	b1	chromosome_2	2350796	2386830	36035
VTP62812	b1	g1	chromosome_5	1477035	1512422	35388
VTP62813	b1	g1	chromosome_6	1968489	2005560	37072
VTP62814	g1	b1	chromosome_7	2293812	2332292	38481
VTP62816	b1	g1	chromosome_13	5072306	5109678	37373
VTP62817	g1	b1	chromosome_7	5383549	5423104	39556
VTP62819	b1	g1	chromosome_12	3818459	3851464	33006
VTP62820	b1	g1	chromosome_16	5254552	5289328	34777
VTP62821	g1	b1	chromosome_2	6895451	6927280	31830
VTP62822	g1	b1	chromosome_14	2593910	2626613	32704
VTP62825	b1	g1	chromosome_10	2243600	2287299	43700
VTP62826	g1	b1	chromosome_9	6498642	6535965	37324
VTP62827	b1	g1	chromosome_8	1153489	1191739	38251
VTP62828	g1	b1	chromosome_17	2410464	2447727	37264
VTP62830	b1	g1	chromosome_4	2830364	2870178	39815
VTP62832	b1	g1	chromosome_6	5728052	5762713	34662
VTP62833	b1	g1	chromosome_8	3464378	3506809	42432
VTP62834	g1	b1	chromosome_9	1628328	1661881	33554
VTP62835	b1	g1	chromosome_14	3245387	3280190	34804
VTP62836	g1	b1	chromosome_10	280679	315572	34894
VTP62837	b1	g1	chromosome_16	4741379	4768124	26746
VTP62838	b1	g1	chromosome_6	2437048	2471989	34942
VTP62841	g1	b1	chromosome_2	5437209	5472716	35508
VTP62842	b1	g1	chromosome_8	880988	925206	44219
VTP62843	g1	b1	chromosome_1	725317	753852	28536
VTP62844	g1	b1	chromosome_16	907639	943302	35664
VTP62845	b1	g1	chromosome_13	1462641	2998804	1536164
VTP62849	g1	b1	chromosome_4	807823	842656	34834
VTP62850	g1	b1	chromosome_6	111396	148984	37589
VTP62851	b1	g1	chromosome_13	3146608	3181419	34812
